"CIPCODE","CIPTitle","INSTNM","lat","lng"
11.0101,"Computer and Information Sciences, General.","Alabama A & M University",34.783368,-86.568502
11.0101,"Computer and Information Sciences, General.","Alabama A & M University",34.783368,-86.568502
11.0101,"Computer and Information Sciences, General.","University of Alabama at Birmingham",33.50223,-86.80917
11.0101,"Computer and Information Sciences, General.","University of Alabama at Birmingham",33.50223,-86.80917
11.0101,"Computer and Information Sciences, General.","University of Alabama at Birmingham",33.50223,-86.80917
11.1003,"Computer and Information Systems Security/Information Assurance.","University of Alabama at Birmingham",33.50223,-86.80917
11.0804,"Modeling, Virtual Environments and Simulation.","University of Alabama in Huntsville",34.722818,-86.63842
11.1003,"Computer and Information Systems Security/Information Assurance.","University of Alabama in Huntsville",34.722818,-86.63842
11.0101,"Computer and Information Sciences, General.","University of Alabama in Huntsville",34.722818,-86.63842
11.0804,"Modeling, Virtual Environments and Simulation.","University of Alabama in Huntsville",34.722818,-86.63842
11.0101,"Computer and Information Sciences, General.","University of Alabama in Huntsville",34.722818,-86.63842
11.0101,"Computer and Information Sciences, General.","University of Alabama in Huntsville",34.722818,-86.63842
11.0804,"Modeling, Virtual Environments and Simulation.","University of Alabama in Huntsville",34.722818,-86.63842
11.1099,"Computer/Information Technology Services Administration and Management, Other.","Alabama State University",32.364317,-86.295677
11.0401,"Information Science/Studies.","Alabama State University",32.364317,-86.295677
11.0701,"Computer Science.","Alabama State University",32.364317,-86.295677
11.0101,"Computer and Information Sciences, General.","The University of Alabama",33.2144,-87.545766
11.0101,"Computer and Information Sciences, General.","The University of Alabama",33.2144,-87.545766
11.0101,"Computer and Information Sciences, General.","The University of Alabama",33.2144,-87.545766
11.0101,"Computer and Information Sciences, General.","The University of Alabama",33.2144,-87.545766
11.0101,"Computer and Information Sciences, General.","Central Alabama Community College",32.924429,-85.94653
11.0101,"Computer and Information Sciences, General.","Central Alabama Community College",32.924429,-85.94653
11.0101,"Computer and Information Sciences, General.","Central Alabama Community College",32.924429,-85.94653
11.0101,"Computer and Information Sciences, General.","Athens State University",34.805625,-86.96514
11.0101,"Computer and Information Sciences, General.","Athens State University",34.805625,-86.96514
11.1003,"Computer and Information Systems Security/Information Assurance.","Auburn University at Montgomery",32.369939,-86.177351
11.0701,"Computer Science.","Auburn University at Montgomery",32.369939,-86.177351
11.0101,"Computer and Information Sciences, General.","Auburn University",32.604685,-85.482782
11.0101,"Computer and Information Sciences, General.","Chattahoochee Valley Community College",32.42391,-85.031485
11.0101,"Computer and Information Sciences, General.","Chattahoochee Valley Community College",32.42391,-85.031485
11.0101,"Computer and Information Sciences, General.","Chattahoochee Valley Community College",32.42391,-85.031485
11.0401,"Information Science/Studies.","South University-Montgomery",32.342684,-86.216488
11.0401,"Information Science/Studies.","South University-Montgomery",32.342684,-86.216488
11.0401,"Information Science/Studies.","South University-Montgomery",32.342684,-86.216488
11.1001,"Network and System Administration/Administrator.","South University-Montgomery",32.342684,-86.216488
11.0803,"Computer Graphics.","Enterprise State Community College",31.297496,-85.836956
11.0101,"Computer and Information Sciences, General.","Enterprise State Community College",31.297496,-85.836956
11.0101,"Computer and Information Sciences, General.","Enterprise State Community College",31.297496,-85.836956
11.0101,"Computer and Information Sciences, General.","Enterprise State Community College",31.297496,-85.836956
11.0101,"Computer and Information Sciences, General.","James H Faulkner State Community College",30.852045,-87.779758
11.0101,"Computer and Information Sciences, General.","James H Faulkner State Community College",30.852045,-87.779758
11.0101,"Computer and Information Sciences, General.","James H Faulkner State Community College",30.852045,-87.779758
11.0101,"Computer and Information Sciences, General.","Faulkner University",32.384181,-86.21641
11.0701,"Computer Science.","Faulkner University",32.384181,-86.21641
11.0104,"Informatics.","Faulkner University",32.384181,-86.21641
11.0101,"Computer and Information Sciences, General.","Gadsden State Community College",33.991866,-85.991299
11.0101,"Computer and Information Sciences, General.","Gadsden State Community College",33.991866,-85.991299
11.0101,"Computer and Information Sciences, General.","Gadsden State Community College",33.991866,-85.991299
11.0101,"Computer and Information Sciences, General.","George C Wallace State Community College-Dothan",31.316086,-85.46355
11.0101,"Computer and Information Sciences, General.","George C Wallace State Community College-Dothan",31.316086,-85.46355
11.0101,"Computer and Information Sciences, General.","George C Wallace State Community College-Hanceville",34.07341,-86.781745
11.0101,"Computer and Information Sciences, General.","George C Wallace State Community College-Selma",32.445611,-87.01324
11.0101,"Computer and Information Sciences, General.","George C Wallace State Community College-Selma",32.445611,-87.01324
11.0201,"Computer Programming/Programmer, General.","Herzing University-Birmingham",33.468105,-86.832299
11.0901,"Computer Systems Networking and Telecommunications.","Herzing University-Birmingham",33.468105,-86.832299
11.0201,"Computer Programming/Programmer, General.","Herzing University-Birmingham",33.468105,-86.832299
11.0901,"Computer Systems Networking and Telecommunications.","Herzing University-Birmingham",33.468105,-86.832299
11.0901,"Computer Systems Networking and Telecommunications.","Herzing University-Birmingham",33.468105,-86.832299
11.1001,"Network and System Administration/Administrator.","Herzing University-Birmingham",33.468105,-86.832299
11.0101,"Computer and Information Sciences, General.","J F Drake State Community and Technical College",34.772116,-86.573817
11.0101,"Computer and Information Sciences, General.","J F Drake State Community and Technical College",34.772116,-86.573817
11.0101,"Computer and Information Sciences, General.","Jacksonville State University",33.822128,-85.766644
11.0101,"Computer and Information Sciences, General.","Jacksonville State University",33.822128,-85.766644
11.0101,"Computer and Information Sciences, General.","Jacksonville State University",33.822128,-85.766644
11.0101,"Computer and Information Sciences, General.","Jefferson State Community College",33.652439,-86.707387
11.0101,"Computer and Information Sciences, General.","Jefferson State Community College",33.652439,-86.707387
11.0101,"Computer and Information Sciences, General.","Jefferson State Community College",33.652439,-86.707387
11.0101,"Computer and Information Sciences, General.","John C Calhoun State Community College",34.65428,-86.949131
11.0101,"Computer and Information Sciences, General.","John C Calhoun State Community College",34.65428,-86.949131
11.0101,"Computer and Information Sciences, General.","Lawson State Community College-Birmingham Campus",33.451673,-86.890234
11.0101,"Computer and Information Sciences, General.","Lawson State Community College-Birmingham Campus",33.451673,-86.890234
11.0101,"Computer and Information Sciences, General.","Lawson State Community College-Birmingham Campus",33.451673,-86.890234
11.0101,"Computer and Information Sciences, General.","Lurleen B Wallace Community College",31.322947,-86.452262
11.0101,"Computer and Information Sciences, General.","Lurleen B Wallace Community College",31.322947,-86.452262
11.0901,"Computer Systems Networking and Telecommunications.","Miles College",33.481306,-86.908605
11.0101,"Computer and Information Sciences, General.","University of Mobile",30.793247,-88.128934
11.0101,"Computer and Information Sciences, General.","University of Mobile",30.793247,-88.128934
11.0101,"Computer and Information Sciences, General.","Northwest-Shoals Community College",34.739567,-87.67733
11.0101,"Computer and Information Sciences, General.","Northwest-Shoals Community College",34.739567,-87.67733
11.0101,"Computer and Information Sciences, General.","Northwest-Shoals Community College",34.739567,-87.67733
11.0101,"Computer and Information Sciences, General.","University of North Alabama",34.80658,-87.680999
11.0101,"Computer and Information Sciences, General.","University of North Alabama",34.80658,-87.680999
11.0101,"Computer and Information Sciences, General.","Northeast Alabama Community College",34.545471,-85.911664
11.0101,"Computer and Information Sciences, General.","Northeast Alabama Community College",34.545471,-85.911664
11.0701,"Computer Science.","Oakwood University",34.756628,-86.661628
11.0103,"Information Technology.","Oakwood University",34.756628,-86.661628
11.0101,"Computer and Information Sciences, General.","Reid State Technical College",31.46071,-86.964486
11.0101,"Computer and Information Sciences, General.","Reid State Technical College",31.46071,-86.964486
11.0101,"Computer and Information Sciences, General.","Bishop State Community College",30.693972,-88.056982
11.0701,"Computer Science.","Samford University",33.464578,-86.790932
11.0101,"Computer and Information Sciences, General.","Shelton State Community College",33.120531,-87.56148
11.0101,"Computer and Information Sciences, General.","Snead State Community College",34.201247,-86.169479
11.0101,"Computer and Information Sciences, General.","Snead State Community College",34.201247,-86.169479
11.0103,"Information Technology.","University of South Alabama",30.695081,-88.18189
11.0401,"Information Science/Studies.","University of South Alabama",30.695081,-88.18189
11.0101,"Computer and Information Sciences, General.","University of South Alabama",30.695081,-88.18189
51.2706,"Medical Informatics.","University of South Alabama",30.695081,-88.18189
11.0701,"Computer Science.","University of South Alabama",30.695081,-88.18189
11.0401,"Information Science/Studies.","University of South Alabama",30.695081,-88.18189
11.0101,"Computer and Information Sciences, General.","Talladega College",33.434258,-86.113675
11.0101,"Computer and Information Sciences, General.","H Councill Trenholm State Community College",32.350109,-86.343057
11.0101,"Computer and Information Sciences, General.","H Councill Trenholm State Community College",32.350109,-86.343057
11.0101,"Computer and Information Sciences, General.","Troy University",31.800128,-85.950191
11.0101,"Computer and Information Sciences, General.","Troy University",31.800128,-85.950191
11.0101,"Computer and Information Sciences, General.","Troy University",31.800128,-85.950191
11.0701,"Computer Science.","Tuskegee University",32.431021,-85.710315
11.0701,"Computer Science.","Tuskegee University",32.431021,-85.710315
11.0101,"Computer and Information Sciences, General.","Tuskegee University",32.431021,-85.710315
11.0101,"Computer and Information Sciences, General.","Tuskegee University",32.431021,-85.710315
11.0101,"Computer and Information Sciences, General.","Bevill State Community College",33.835785,-87.265034
11.0101,"Computer and Information Sciences, General.","Bevill State Community College",33.835785,-87.265034
11.0101,"Computer and Information Sciences, General.","Bevill State Community College",33.835785,-87.265034
11.1002,"System, Networking, and LAN/WAN Management/Manager.","University of Alaska Anchorage",61.189554,-149.826135
11.0202,"Computer Programming, Specific Applications.","University of Alaska Anchorage",61.189554,-149.826135
11.0901,"Computer Systems Networking and Telecommunications.","University of Alaska Anchorage",61.189554,-149.826135
11.0101,"Computer and Information Sciences, General.","University of Alaska Anchorage",61.189554,-149.826135
11.0901,"Computer Systems Networking and Telecommunications.","University of Alaska Anchorage",61.189554,-149.826135
11.0101,"Computer and Information Sciences, General.","University of Alaska Fairbanks",64.856483,-147.822943
11.0101,"Computer and Information Sciences, General.","University of Alaska Fairbanks",64.856483,-147.822943
11.1004,"Web/Multimedia Management and Webmaster.","University of Alaska Southeast",58.38427,-134.636346
11.0401,"Information Science/Studies.","AVTEC-Alaska's Institute of Technology",60.110727,-149.444573
11.0101,"Computer and Information Sciences, General.","Charter College-Anchorage",61.195786,-149.840178
11.0701,"Computer Science.","Charter College-Anchorage",61.195786,-149.840178
11.0103,"Information Technology.","Charter College-Anchorage",61.195786,-149.840178
11.1003,"Computer and Information Systems Security/Information Assurance.","Charter College-Anchorage",61.195786,-149.840178
11.0103,"Information Technology.","Collins College",33.40334,-111.98646
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Collins College",33.40334,-111.98646
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Collins College",33.40334,-111.98646
11.0103,"Information Technology.","Collins College",33.40334,-111.98646
11.0701,"Computer Science.","CollegeAmerica-Flagstaff",35.194607,-111.65739
11.0701,"Computer Science.","CollegeAmerica-Flagstaff",35.194607,-111.65739
11.0104,"Informatics.","Arizona State University-Tempe",33.422247,-111.934629
11.0899,"Computer Software and Media Applications, Other.","Arizona State University-Tempe",33.422247,-111.934629
11.0101,"Computer and Information Sciences, General.","Arizona State University-Tempe",33.422247,-111.934629
11.0701,"Computer Science.","Arizona State University-Tempe",33.422247,-111.934629
11.0701,"Computer Science.","Arizona State University-Tempe",33.422247,-111.934629
11.0104,"Informatics.","Arizona State University-Tempe",33.422247,-111.934629
11.0701,"Computer Science.","Arizona State University-Tempe",33.422247,-111.934629
11.0101,"Computer and Information Sciences, General.","Arizona Western College",32.689306,-114.495968
11.0901,"Computer Systems Networking and Telecommunications.","Arizona Western College",32.689306,-114.495968
11.0803,"Computer Graphics.","Arizona Western College",32.689306,-114.495968
11.1003,"Computer and Information Systems Security/Information Assurance.","Arizona Western College",32.689306,-114.495968
11.0101,"Computer and Information Sciences, General.","Arizona Western College",32.689306,-114.495968
11.0601,"Data Entry/Microcomputer Applications, General.","Arizona Western College",32.689306,-114.495968
11.0601,"Data Entry/Microcomputer Applications, General.","Arizona Western College",32.689306,-114.495968
11.0701,"Computer Science.","University of Arizona",32.232071,-110.950769
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","University of Arizona",32.232071,-110.950769
11.0101,"Computer and Information Sciences, General.","University of Arizona",32.232071,-110.950769
11.0103,"Information Technology.","University of Arizona",32.232071,-110.950769
11.0701,"Computer Science.","University of Arizona",32.232071,-110.950769
11.0701,"Computer Science.","University of Arizona",32.232071,-110.950769
11.0101,"Computer and Information Sciences, General.","University of Arizona",32.232071,-110.950769
11.0701,"Computer Science.","University of Arizona",32.232071,-110.950769
11.0101,"Computer and Information Sciences, General.","Central Arizona College",32.957092,-111.652501
11.0202,"Computer Programming, Specific Applications.","Central Arizona College",32.957092,-111.652501
11.1099,"Computer/Information Technology Services Administration and Management, Other.","Central Arizona College",32.957092,-111.652501
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Central Arizona College",32.957092,-111.652501
11.0201,"Computer Programming/Programmer, General.","Central Arizona College",32.957092,-111.652501
11.0201,"Computer Programming/Programmer, General.","Central Arizona College",32.957092,-111.652501
11.0899,"Computer Software and Media Applications, Other.","Central Arizona College",32.957092,-111.652501
11.1006,"Computer Support Specialist.","Brown Mackie College-Tucson",32.236736,-110.895086
11.1001,"Network and System Administration/Administrator.","Brown Mackie College-Tucson",32.236736,-110.895086
11.1006,"Computer Support Specialist.","Brown Mackie College-Tucson",32.236736,-110.895086
11.1001,"Network and System Administration/Administrator.","Brown Mackie College-Tucson",32.236736,-110.895086
11.1001,"Network and System Administration/Administrator.","Cochise County Community College District",31.365757,-109.690422
11.1004,"Web/Multimedia Management and Webmaster.","Cochise County Community College District",31.365757,-109.690422
11.0201,"Computer Programming/Programmer, General.","Cochise County Community College District",31.365757,-109.690422
11.0101,"Computer and Information Sciences, General.","Cochise County Community College District",31.365757,-109.690422
11.0701,"Computer Science.","Cochise County Community College District",31.365757,-109.690422
11.1003,"Computer and Information Systems Security/Information Assurance.","Cochise County Community College District",31.365757,-109.690422
11.0401,"Information Science/Studies.","Cochise County Community College District",31.365757,-109.690422
11.0901,"Computer Systems Networking and Telecommunications.","Cochise County Community College District",31.365757,-109.690422
11.0201,"Computer Programming/Programmer, General.","Cochise County Community College District",31.365757,-109.690422
11.1003,"Computer and Information Systems Security/Information Assurance.","Cochise County Community College District",31.365757,-109.690422
11.0901,"Computer Systems Networking and Telecommunications.","Cochise County Community College District",31.365757,-109.690422
11.0401,"Information Science/Studies.","Eastern Arizona College",32.840719,-109.761664
11.0101,"Computer and Information Sciences, General.","Eastern Arizona College",32.840719,-109.761664
11.0201,"Computer Programming/Programmer, General.","Eastern Arizona College",32.840719,-109.761664
11.1004,"Web/Multimedia Management and Webmaster.","Eastern Arizona College",32.840719,-109.761664
11.0501,"Computer Systems Analysis/Analyst.","Glendale Community College",33.567483,-112.188334
11.0901,"Computer Systems Networking and Telecommunications.","Glendale Community College",33.567483,-112.188334
11.0101,"Computer and Information Sciences, General.","Glendale Community College",33.567483,-112.188334
11.0601,"Data Entry/Microcomputer Applications, General.","Glendale Community College",33.567483,-112.188334
11.0501,"Computer Systems Analysis/Analyst.","Glendale Community College",33.567483,-112.188334
11.0901,"Computer Systems Networking and Telecommunications.","Glendale Community College",33.567483,-112.188334
11.1003,"Computer and Information Systems Security/Information Assurance.","Glendale Community College",33.567483,-112.188334
11.1002,"System, Networking, and LAN/WAN Management/Manager.","Glendale Community College",33.567483,-112.188334
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Glendale Community College",33.567483,-112.188334
11.0101,"Computer and Information Sciences, General.","Glendale Community College",33.567483,-112.188334
11.0901,"Computer Systems Networking and Telecommunications.","Glendale Community College",33.567483,-112.188334
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Glendale Community College",33.567483,-112.188334
11.1003,"Computer and Information Systems Security/Information Assurance.","Glendale Community College",33.567483,-112.188334
11.0203,"Computer Programming, Vendor/Product Certification.","Glendale Community College",33.567483,-112.188334
11.1006,"Computer Support Specialist.","Glendale Community College",33.567483,-112.188334
11.0101,"Computer and Information Sciences, General.","Grand Canyon University",33.512172,-112.129917
11.0103,"Information Technology.","Grand Canyon University",33.512172,-112.129917
11.0103,"Information Technology.","Grand Canyon University",33.512172,-112.129917
11.0701,"Computer Science.","Grand Canyon University",33.512172,-112.129917
11.0201,"Computer Programming/Programmer, General.","Grand Canyon University",33.512172,-112.129917
11.0101,"Computer and Information Sciences, General.","GateWay Community College",33.4495,-111.996527
11.0901,"Computer Systems Networking and Telecommunications.","GateWay Community College",33.4495,-111.996527
11.0901,"Computer Systems Networking and Telecommunications.","GateWay Community College",33.4495,-111.996527
11.1002,"System, Networking, and LAN/WAN Management/Manager.","GateWay Community College",33.4495,-111.996527
11.0203,"Computer Programming, Vendor/Product Certification.","GateWay Community College",33.4495,-111.996527
11.0101,"Computer and Information Sciences, General.","GateWay Community College",33.4495,-111.996527
11.0501,"Computer Systems Analysis/Analyst.","Mesa Community College",33.391256,-111.871494
11.0101,"Computer and Information Sciences, General.","Mesa Community College",33.391256,-111.871494
11.0901,"Computer Systems Networking and Telecommunications.","Mesa Community College",33.391256,-111.871494
11.1006,"Computer Support Specialist.","Mesa Community College",33.391256,-111.871494
11.0501,"Computer Systems Analysis/Analyst.","Mesa Community College",33.391256,-111.871494
11.0901,"Computer Systems Networking and Telecommunications.","Mesa Community College",33.391256,-111.871494
11.0901,"Computer Systems Networking and Telecommunications.","Mesa Community College",33.391256,-111.871494
11.0803,"Computer Graphics.","Mesa Community College",33.391256,-111.871494
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Mesa Community College",33.391256,-111.871494
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Mesa Community College",33.391256,-111.871494
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Mesa Community College",33.391256,-111.871494
11.0201,"Computer Programming/Programmer, General.","Mesa Community College",33.391256,-111.871494
11.1002,"System, Networking, and LAN/WAN Management/Manager.","ITT Technical Institute-Tucson",32.297261,-110.997501
11.0201,"Computer Programming/Programmer, General.","ITT Technical Institute-Tucson",32.297261,-110.997501
11.1003,"Computer and Information Systems Security/Information Assurance.","ITT Technical Institute-Tucson",32.297261,-110.997501
11.0201,"Computer Programming/Programmer, General.","ITT Technical Institute-Tucson",32.297261,-110.997501
11.1003,"Computer and Information Systems Security/Information Assurance.","ITT Technical Institute-Tempe",33.380355,-111.969169
11.0201,"Computer Programming/Programmer, General.","ITT Technical Institute-Tempe",33.380355,-111.969169
11.1002,"System, Networking, and LAN/WAN Management/Manager.","ITT Technical Institute-Tempe",33.380355,-111.969169
11.0201,"Computer Programming/Programmer, General.","ITT Technical Institute-Tempe",33.380355,-111.969169
11.0803,"Computer Graphics.","Mohave Community College",35.270737,-114.030244
11.0501,"Computer Systems Analysis/Analyst.","Mohave Community College",35.270737,-114.030244
11.0201,"Computer Programming/Programmer, General.","Mohave Community College",35.270737,-114.030244
11.0701,"Computer Science.","Mohave Community College",35.270737,-114.030244
11.0201,"Computer Programming/Programmer, General.","Mohave Community College",35.270737,-114.030244
11.0501,"Computer Systems Analysis/Analyst.","Mohave Community College",35.270737,-114.030244
11.0901,"Computer Systems Networking and Telecommunications.","Mohave Community College",35.270737,-114.030244
11.1001,"Network and System Administration/Administrator.","Mohave Community College",35.270737,-114.030244
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Mohave Community College",35.270737,-114.030244
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Mohave Community College",35.270737,-114.030244
11.1003,"Computer and Information Systems Security/Information Assurance.","Mohave Community College",35.270737,-114.030244
11.9999,"Computer and Information Sciences and Support Services, Other.","Mohave Community College",35.270737,-114.030244
11.9999,"Computer and Information Sciences and Support Services, Other.","Mohave Community College",35.270737,-114.030244
11.0199,"Computer and Information Sciences,  Other.","Mohave Community College",35.270737,-114.030244
11.0101,"Computer and Information Sciences, General.","Mohave Community College",35.270737,-114.030244
11.0101,"Computer and Information Sciences, General.","Dine College",36.293328,-109.21684
11.0701,"Computer Science.","Northern Arizona University",35.180095,-111.657653
11.0701,"Computer Science.","Northern Arizona University",35.180095,-111.657653
11.0501,"Computer Systems Analysis/Analyst.","Northern Arizona University",35.1801,-111.6577
11.0701,"Computer Science.","Northern Arizona University",35.1801,-111.6577
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Northland Pioneer College",34.92222,-110.1316
11.0803,"Computer Graphics.","Northland Pioneer College",34.92222,-110.1316
11.0803,"Computer Graphics.","Northland Pioneer College",34.92222,-110.1316
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Northland Pioneer College",34.92222,-110.1316
11.0803,"Computer Graphics.","Northland Pioneer College",34.92222,-110.1316
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Northland Pioneer College",34.92222,-110.1316
11.0901,"Computer Systems Networking and Telecommunications.","Northland Pioneer College",34.92222,-110.1316
11.0101,"Computer and Information Sciences, General.","Northland Pioneer College",34.92222,-110.1316
11.0101,"Computer and Information Sciences, General.","Northland Pioneer College",34.92222,-110.1316
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Phoenix College",33.48136,-112.0883
11.0501,"Computer Systems Analysis/Analyst.","Phoenix College",33.48136,-112.0883
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Phoenix College",33.48136,-112.0883
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Phoenix College",33.48136,-112.0883
11.0101,"Computer and Information Sciences, General.","Phoenix College",33.48136,-112.0883
11.0501,"Computer Systems Analysis/Analyst.","Phoenix College",33.48136,-112.0883
11.0803,"Computer Graphics.","Phoenix College",33.48136,-112.0883
11.0803,"Computer Graphics.","Phoenix College",33.48136,-112.0883
11.0101,"Computer and Information Sciences, General.","Phoenix College",33.48136,-112.0883
11.0901,"Computer Systems Networking and Telecommunications.","Phoenix College",33.48136,-112.0883
11.0901,"Computer Systems Networking and Telecommunications.","Pima Community College",32.22174,-110.887
11.0301,"Data Processing and Data Processing Technology/Technician.","Pima Community College",32.22174,-110.887
11.1001,"Network and System Administration/Administrator.","Pima Community College",32.22174,-110.887
11.0901,"Computer Systems Networking and Telecommunications.","Pima Community College",32.22174,-110.887
11.0501,"Computer Systems Analysis/Analyst.","Pima Community College",32.22174,-110.887
11.1001,"Network and System Administration/Administrator.","Pima Community College",32.22174,-110.887
11.0501,"Computer Systems Analysis/Analyst.","Pima Community College",32.22174,-110.887
11.9999,"Computer and Information Sciences and Support Services, Other.","Pima Community College",32.22174,-110.887
11.1006,"Computer Support Specialist.","Rio Salado College",33.41314,-111.9752
11.0901,"Computer Systems Networking and Telecommunications.","Rio Salado College",33.41314,-111.9752
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Rio Salado College",33.41314,-111.9752
11.0201,"Computer Programming/Programmer, General.","Rio Salado College",33.41314,-111.9752
11.1006,"Computer Support Specialist.","Rio Salado College",33.41314,-111.9752
11.0201,"Computer Programming/Programmer, General.","Rio Salado College",33.41314,-111.9752
11.0301,"Data Processing and Data Processing Technology/Technician.","Rio Salado College",33.41314,-111.9752
11.0301,"Data Processing and Data Processing Technology/Technician.","Rio Salado College",33.41314,-111.9752
11.0201,"Computer Programming/Programmer, General.","Scottsdale Community College",33.50949,-111.8873
11.0901,"Computer Systems Networking and Telecommunications.","Scottsdale Community College",33.50949,-111.8873
11.0901,"Computer Systems Networking and Telecommunications.","Scottsdale Community College",33.50949,-111.8873
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Scottsdale Community College",33.50949,-111.8873
11.0901,"Computer Systems Networking and Telecommunications.","Scottsdale Community College",33.50949,-111.8873
11.0501,"Computer Systems Analysis/Analyst.","Scottsdale Community College",33.50949,-111.8873
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Scottsdale Community College",33.50949,-111.8873
11.0101,"Computer and Information Sciences, General.","Scottsdale Community College",33.50949,-111.8873
11.0802,"Data Modeling/Warehousing and Database Administration.","Scottsdale Community College",33.50949,-111.8873
11.0101,"Computer and Information Sciences, General.","Scottsdale Community College",33.50949,-111.8873
11.0501,"Computer Systems Analysis/Analyst.","Scottsdale Community College",33.50949,-111.8873
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","South Mountain Community College",33.381,-112.0575
11.0901,"Computer Systems Networking and Telecommunications.","South Mountain Community College",33.381,-112.0575
11.1003,"Computer and Information Systems Security/Information Assurance.","South Mountain Community College",33.381,-112.0575
11.0899,"Computer Software and Media Applications, Other.","South Mountain Community College",33.381,-112.0575
11.0901,"Computer Systems Networking and Telecommunications.","South Mountain Community College",33.381,-112.0575
11.1002,"System, Networking, and LAN/WAN Management/Manager.","South Mountain Community College",33.381,-112.0575
11.0201,"Computer Programming/Programmer, General.","South Mountain Community College",33.381,-112.0575
11.0101,"Computer and Information Sciences, General.","South Mountain Community College",33.381,-112.0575
11.1002,"System, Networking, and LAN/WAN Management/Manager.","South Mountain Community College",33.381,-112.0575
11.0901,"Computer Systems Networking and Telecommunications.","South Mountain Community College",33.381,-112.0575
11.0501,"Computer Systems Analysis/Analyst.","South Mountain Community College",33.381,-112.0575
11.0201,"Computer Programming/Programmer, General.","South Mountain Community College",33.381,-112.0575
11.0501,"Computer Systems Analysis/Analyst.","South Mountain Community College",33.381,-112.0575
11.1003,"Computer and Information Systems Security/Information Assurance.","South Mountain Community College",33.381,-112.0575
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","South Mountain Community College",33.381,-112.0575
11.0103,"Information Technology.","South Mountain Community College",33.381,-112.0575
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","South Mountain Community College",33.381,-112.0575
11.0899,"Computer Software and Media Applications, Other.","South Mountain Community College",33.381,-112.0575
11.1006,"Computer Support Specialist.","South Mountain Community College",33.381,-112.0575
11.0501,"Computer Systems Analysis/Analyst.","Western International University",33.40362,-111.9642
11.0103,"Information Technology.","Western International University",33.40362,-111.9642
11.0801,"Web Page, Digital/Multimedia and Information Resources Design.","Yavapai College",34.54751,-112.4542
11.0901,"Computer Systems Networking and Telecommunications.","Yavapai College",34.54751,-112.4542
11.0901,"Computer Systems Networking and Telecommunications.","Yavapai College",34.54751,-112.4542
11.0301,"Data Processing and Data Processing Technology/Technician.","Yavapai College",34.54751,-112.4542
11.0203,"Computer Programming, Vendor/Product Certification.","Yavapai College",34.54751,-112.4542
11.0101,"Computer and Information Sciences, General.","Yavapai College",34.54751,-112.4542
11.0101,"Computer and Information Sciences, General.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0199,"Computer and Information Sciences,  Other.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0401,"Information Science/Studies.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0401,"Information Science/Studies.","University of Arkansas at Little Rock",34.72664,-92.34184
26.1103,"Bioinformatics.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0201,"Computer Programming/Programmer, General.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0199,"Computer and Information Sciences,  Other.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0101,"Computer and Information Sciences, General.","University of Arkansas at Little Rock",34.72664,-92.34184
11.0201,"Computer Programming/Programmer, General.","University of Arkansas at Little Rock",34.72664,-92.34184
26.1103,"Bioinformatics.","University of Arkansas at Little Rock",34.72664,-92.34184
26.1103,"Bioinformatics.","University of Arkansas for Medical Sciences",34.74972,-92.32094
26.1103,"Bioinformatics.","University of Arkansas for Medical Sciences",34.74972,-92.32094
11.0701,"Computer Science.","Lyon College",35.77893,-91.62811
11.0701,"Computer Science.","Lyon College",35.77893,-91.62811
11.0101,"Computer and Information Sciences, General.","University of Arkansas",36.06153,-94.17821
11.0101,"Computer and Information Sciences, General.","University of Arkansas",36.06153,-94.17821
11.0101,"Computer and Information Sciences, General.","University of Arkansas",36.06153,-94.17821
11.0101,"Computer and Information Sciences, General.","University of Arkansas",36.06153,-94.17821
